선물로 샀는데 저도 사고 싶어요,date,review,rating,tokens
4482,24.08.04.,색 너무 이뻐요~ 보냉력은 말할 것도 없습니다!,5,"['색', '이쁘다', '보냉', '말', '없다']"
4483,24.07.25.,배송도 빠르고 민트 색상이 너무 이쁘네요,5,"['배송', '빠르다', '민트', '색상', '이쁘다']"
4484,24.07.26.,손잡이 달린 건 너무 커서 이 사이즈 구입했어요. 손잡이가 있었으면 더 편했겠지만 어쩔 수 없죠 ㅎ 색상 예쁘고 뚜껑 실리콘 다 분리되는 것도 좋네요.,5,"['손잡이', '달리다', '커서', '사이즈', '구입', '손잡이', '더', '편하다', '없다', '색상', '예쁘다', '뚜껑', '실리콘', '분리', '좋다']"
4485,24.08.01.,아직 안 써봤지만 후기 보면 좋을 거 같아요 색은 너무 이쁩니다 크림 레몬이라 하나 이쁜 노란색,4,"['안', '써다', '보다', '후기', '보다', '좋다', '색', '이쁘다', '크림', '레몬', '이쁘다', '노란색']"
4486,24.08.06.,"색상 및 디자인이 맘에 들어요..
딸이 좋아하네요",5,"['색상', '디자인', '맘', '들다', '딸', '좋아하다']"
4487,24.08.17.,빨대가 있어 편하게 잘 사용하고 있습니다,5,"['빨대', '편하다', '자다', '사용']"
4488,24.08.13.,가격  저렴하고 생각보다 쓸만함,5,"['가격', '저렴하다', '생각', '쓸다', '함']"
4489,24.07.23.,하자 없고 색도 이뻐요,5,"['하자', '없다', '색도', '이쁘다']"
4490,24.08.12.,"빠르게 배송 왔어요
이뻐요",5,"['빠르다', '배송', '오다', '이쁘다']"
4491,24.07.30.,이뻐서 선물주려고 샀어요,5,"['이쁘다', '선물', '주', '려고', '사다']"
4492,24.08.07.,손잡이 있는 큰 거랑 이거랑 고민했는데 이거 들어보니까 큰 건 너무 무거웠을 거 같아요 만족합니다,5,"['손잡이', '크다', '고민', '들다', '보', '크다', '무겁다', '만족하다']"
4493,24.07.12.,하나 샀는데 ㅋㅋ 사무실에 하나 놓고~ 집에 하나 놓고 하려고요 너무 더워서 이번에 샀어요 좋아요 배송 빠르고요,5,"['사다', '사무실', '놓다', '집', '놓다', '덥다', '사다', '좋다', '배송', '빠르다']"
4494,24.07.20.,"얼음도 10시간 이상 가고 좋은데
차에 있는 컵홀더에 들어가지 않는 것이 아쉽네요.",5,"['얼음', '좋다', '차', '컵홀더', '들어가다', '않다', '아쉽다']"
4495,24.07.07.,"흔하지 않은 색상이라서 
선택했는데 맘에 들고
뚜껑 위에 조절하는 부분이 
용도가 달라서
사용하기 편해요",5,"['흔하다', '않다', '색상', '선택', '맘', '들다', '뚜껑', '조절', '부분', '용도', '달라', '사용', '편하다']"
4496,24.07.24.,"친구 생일 선물로 구매했는데 친구가 만족하며 쓰고 있어요~ 오래 사용하려면 스탠리가 짱인 거 같아요^^
색깔도 이뻐서 저도 하나 장만하려고 합니다!!",5,"['친구', '생일', '선물', '구매', '친구', '만족하다', '쓰다', '사용', '스탠리', '짱', '색깔', '이쁘다', '장만']"
4497,24.07.19.,"얼음이 진짜 오래가요
디자인 색깔 다 너무 이뻐요",5,"['얼음', '진짜', '디자인', '색깔', '이쁘다']"
4498,24.07.12.,피오니 컬러로 800짜리 쓰고 있는데 작은 게 필요할 거 같아서 구매했어요 딱 좋네요ㅎㅎ 컬러 여름에 너무 쓰기 좋은 화사한 노랑이에요,5,"['피오', '컬러', '쓰다', '작다', '필요하다', '구매', '좋다', '컬러', '여름', '쓰기', '좋다', '화사하다', '노랑']"
4499,24.08.14.,얼음도 잘 안 녹고 크기도 적당하고 색상도 이뻐요,5,"['얼음', '자다', '안', '녹다', '크기', '적당하다', '색상', '이쁘다']"
4500,24.07.10.,너무너무너무 좋아요 보냉 보온 진짜 잘되고 세척 때도 모든 걸 분리해 닦을 수 있어서 좋습니다,5,"['좋다', '보냉', '보온', '진짜', '세척', '모든', '분리', '닦다', '좋다']"
4501,24.08.03.,승진 선물로 친구들에게 돌렸는데 너무 좋아합니다 요즘 트렌드에 맞는 선물을 할 수 있어서 좋았어요,5,"['승진', '선물', '친구', '돌리다', '좋아하다', '요즘', '트렌드', '맞다', '선물', '좋다']"
4502,24.08.05.,"워낙 유명하니까요~
배송도 빠르고 잘 쓸게요",5,"['워낙', '유명하다', '배송', '빠르다', '자다', '쓸다']"
4503,24.08.11.,선물용으로 딱이어요 시원하게 잘 쓰고 있어요,5,"['선물', '선물용', '딱이다', '시원하다', '자다', '쓰다']"
4504,24.07.21.,"보냉 오래가고 색상도 이뻐요
믿고 쓰는 스탠리입니다",5,"['보냉', '색상', '이쁘다', '믿다', '쓰다', '스탠리']"
4505,24.07.28.,민트색 너무 이쁘네요 ㅠㅠ,5,"['민트', '색', '이쁘다']"
4507,24.07.03.,저희 딸이 너무 좋아합니다. 얼음 가득 넣고 하루 지나도 잘 보존되고 컬러고 너무 이쁘네요~잘 사용하고 있습니다. 번창하세요~~,5,"['딸', '좋아하다', '얼음', '가득', '넣다', '하루', '지나다', '자다', '보존', '컬러', '이쁘다', '자다', '사용', '번창']"
4508,24.08.12.,간단하게 차량용으로 갖고 다니기 좋아요,5,"['간단하다', '차량', '용', '갖다', '다니다', '좋다']"
4509,24.07.16.,"딱 쓰기 편한 사이즈네요
컬러감도 좋아요",5,"['쓰기', '편하다', '사이즈', '컬러', '감다', '좋다']"
4510,24.07.04.,아이스 아메리카노 얼음이 녹지 않아서 좋아요 차랑 컵홀더에도 딱 맞아요 색깔도 은은하니 보기 좋습니다,5,"['아이스', '아메리카노', '얼음', '녹지', '않다', '좋다', '차', '컵홀더', '맞다', '색깔', '은은하다', '보기', '좋다']"
4511,24.08.01.,정품이라서 좋은 것 같은데 아직 써보지 않아서 모르겠어요. 써보고 이야기하겠습니다. 아무튼 정품은 맞겠죠? 정품은 항상 대박이다,4,"['정품', '좋다', '써다', '보지', '않다', '모르다', '써다', '보고', '이야기', '정', '품다', '맞다', '정', '품다', '항상', '대박']"
4512,24.07.21.,색도 너무 이쁘고 완전 유용해요,5,"['색도', '이쁘다', '완전', '유용하다']"
4513,24.05.28.,"색 정말 예쁩니다 보온보냉 기능은 말할 것도 없고요!
근데 실용성은 다른 텀블러가 더 좋은 것 같아요
텀블러계의 아이폰 같은 느낌이랄까요?

락앤락 텀블러를 쓰다가 갈아탄 건데
1. 몸체에 실리콘 커버가 없어서 그립감이 떨어진다는 점
2. 바닥에 실리콘 처리가 안 되어있어서 미끄러운 점
3. 입구 탭이 2중으로 되어있어서 세척하려면 두 개나 잡아 뽑아야 한다는 점이 불편하네요

손이 작은 편인데
텀블러 몸체도 크고 무거워서 실리콘 커버가 없으니까
손에 힘이 많이 들어가네요 디자인은 최고예요",5,"['색', '정말', '예쁘다', '보온', '보냉', '기능', '말', '없다', '실용', '성은', '텀블러', '더', '좋다', '텀블러', '아이폰', '느낌', '랄', '끄다', '락앤락', '텀블러', '쓰다', '갈아타다', '몸체', '실리콘', '커버', '없다', '그리다', '감', '떨어지다', '점', '바닥', '실리콘', '처리', '안', '미끄럽다', '점', '입구', '탭', '세척', '두', '잡다', '뽑다', '한다는', '점', '불편하다', '손', '작다', '편', '텀블러', '몸체', '크다', '무거워', '실리콘', '커버', '없다', '손', '힘', '들어가다', '디자인', '최고']"
4514,24.07.26.,너무 좋아서 또 샀어요,5,"['좋다', '사다']"
4515,24.08.01.,정품이라서 좋은 것 같은데 아직 써보지 않아서 모르겠어요. 써보고 이야기하겠습니다. 아무튼 정품은 맞겠죠? 정품 믿고 씁니다.,4,"['정품', '좋다', '써다', '보지', '않다', '모르다', '써다', '보고', '이야기', '정', '품다', '맞다', '정품', '믿다', '쓰다']"
4516,24.07.30.,약간 무게가 있지만 휴대하기 크게 어려울 정도는 아닙니다. 그리고 보냉 기능은 정말 확실합니다.,5,"['무게', '휴대', '크게', '어리다', '정도', '아니다', '보냉', '기능', '정말', '확실하다']"
4518,24.08.13.,"스타벅스 벤티 사이즈 딱이에요
남편이 좋아합니다",5,"['스타벅스', '베다', '티', '사이즈', '딱이다', '남편', '좋아하다']"
4519,24.07.14.,보냉이 오래가네요 다음에 또 구입해야겠습니다,5,"['보', '냉이', '구입']"
4520,24.07.08.,뚜껑 마개를 빨대 없는 쪽으로 닫아도 음료가 야금야금 새네요 ㅡㅡ 보냉도 락앤락보다 못함 디자인이랑 색깔만 맘에 들어요,2,"['뚜껑', '마개', '빨대', '없다', '쪽', '닫다', '음료', '새다', '보냉', '락앤락', '디자인', '색깔', '맘', '들다']"
4521,24.07.10.,"색상이 너무 예뻐요:)
좀 더 큰 거 사려다 이거 샀는데 생각보다 커서 충분한 거 같아요!!",5,"['색상', '예쁘다', '더', '크다', '사려', '사다', '생각', '커서', '충분하다']"
4522,24.08.07.,딱입니다. 가볍고 보온성 등이 너무 좋아요...,5,"['딱이다', '가볍다', '보온', '좋다']"
4523,24.08.15.,배송 깔끔하고 아주 좋음.,5,"['배송', '깔끔하다', '아주', '좋다']"
4524,24.07.26.,"역시 비싼 게 좋은 겁니다
좋은 거 사서 오래 쓰세요",5,"['역시', '비싸다', '좋다', '겁니다', '좋다', '사서', '쓸다']"
4525,24.07.17.,계속 쓰던 건데 1년 정도 써서 새걸로 바꿨어요 보냉 오래 유지돼요,3,"['계속', '쓰다', '정도', '써다', '새', '바꾸다', '보냉', '유지']"
4526,24.08.13.,디자인도 이쁘고 성능 좋아요,5,"['디자인', '이쁘다', '성능', '좋다']"
4527,24.07.28.,크림 실물이 더 이뻐요,5,"['크림', '실물', '더', '이쁘다']"
4528,24.07.13.,밝은 레몬 컬러 너무 예뻐요,5,"['밝다', '레몬', '컬러', '예쁘다']"
4529,24.07.12.,"일단 색상 너무 이뻐서 만족!
빨대 크기 적당해서 먹기 편하고
빨대 없이도 먹을 수 있게 잘돼있네요",5,"['색상', '이쁘다', '만족', '빨대', '크기', '적당하다', '먹기', '편하다', '빨대', '없다', '먹다']"
4530,24.07.26.,너무 이쁩니다 얼음도 오래가요,5,"['이쁘다', '얼음']"
4531,24.08.13.,첫 사용해보는데 너무 좋아요!,5,"['첫', '사용', '해보다', '좋다']"
4532,24.07.19.,얼음이 살아 있긴하네요. 잘 쓸게요,4,"['얼음', '살', '자다', '쓸다']"
4533,24.07.22.,색상이 이뻐요 선물하려고 했는데,5,"['색상', '이쁘다', '선물']"
4534,24.08.06.,색상이 너무 좋습니다. 얼음이 조금 일찍 사라져요,5,"['색상', '좋다', '얼음', '일찍', '사라지다']"
4535,24.07.24.,맘에 들어요 굿굿 굿,5,"['맘', '들다', '굿굿', '굿']"
4536,24.07.05.,"선물도 하다 보니 벌써 3번째 구매하네요 튼튼하고 좋은 거 같아요 작은 것도 손잡이 있는 버전이 있으면 좋겠고, 여기는 왜 빨대 같은 거는 안 파는지????",5,"['선물', '보다', '벌써', '구매', '튼튼하다', '좋다', '작다', '손잡이', '버전', '좋다', '여기다', '빨대', '안', '팔다']"
4537,24.07.24.,시원하게 맥주 마실 용도로 구매해 봅니다^^,5,"['시원하다', '맥주', '말다', '용도', '구매', '보다']"
4538,24.08.20.,만족합니다~!!!!!,3,['만족하다']
4539,24.06.26.,당일 배송이네요ㅋㅋ 색상도 이쁘고 이런 디자인 딴 건 얼음이 빨리 녹는 거 같아 스탠리로 구입해 봤어요 큰 사이즈 별로 안 좋아하는데 여름이라 또 큰 게 좋을 거 같아 오백 미리는 첨 구입해 보네요 ㅋ,5,"['당일', '배송', '색상', '이쁘다', '이렇다', '디자인', '따다', '얼음', '녹다', '스탠리', '구입', '보다', '크다', '사이즈', '별로', '안', '좋아하다', '여름', '크다', '좋다', '오백', '미리', '구입', '보다']"
4540,24.08.11.,선물했는데 아주 마음에 들어하네요 ^^,5,"['선물', '아주', '마음', '들다']"
4541,24.07.03.,회사에서 쓸 거 찾다가 색감 너무 이쁜 게 있길래 사버렸습니다?? 스탠리 기능성은 뭐 말해 뭐해요 얼음이 잘 안 녹음 짱 좋아요,5,"['회사', '쓸다', '찾다', '색감', '이쁘다', '버리다', '스탠리', '기능', '성은', '뭐', '말', '뭐', '얼음', '자다', '안', '녹음', '짱', '좋다']"
4542,24.08.07.,"작은 텀블러도 하나 필요해서 주문했는데
너무 마음에 들어요!!",5,"['작다', '텀블러', '필요하다', '주문', '마음', '들다']"
4543,24.08.01.,정품이라서 좋은 것 같은데 아직 써보지 않아서 모르겠어요. 써보고 이야기하겠습니다. 아무튼 정품은 맞겠죠?,4,"['정품', '좋다', '써다', '보지', '않다', '모르다', '써다', '보고', '이야기', '정', '품다', '맞다']"
4544,24.07.11.,항상 만족하며 쓰는 텀블러입니다. 자꾸 다른 색상 사고 싶어서 재구매 해요.,5,"['항상', '만족하다', '쓰다', '텀블러', '자꾸', '색상', '사고', '재다']"
4545,24.06.26.,"역시 이 제품의 가장 맘에 드는 점은 디자인입니다.
보온보냉력은 음료 담아두고 한참 잊어버리고 있다 다시 마셨을 때 여전히 따듯하거나 시원해서 깜짝 놀랄 정도~^^
단점이라면 뛰어난 보온보냉력에 따라오는 무거운 무게와 뚜껑이 완전한 밀폐가 안되는 제품이라는 것 정도",5,"['역시', '제품', '가장', '맘', '들다', '점', '디자인', '보온', '보냉', '음료', '담다', '두다', '한참', '잊어버리다', '다시', '마시다', '여전하다', '따다', '거나', '시원하다', '깜짝', '정도', '단점', '라면', '뛰어나다', '보온', '보냉', '따라오다', '무겁다', '무게', '뚜껑', '완전하다', '밀폐', '안되다', '제품', '정도']"
4546,24.07.20.,작은 사이즈 필요해서 구매 했는데 좋아요,5,"['작다', '사이즈', '필요하다', '구매', '좋다']"
4547,24.07.23.,회사 가져가서 처음 사용할 때 아침에 넣은 얼음이 퇴근할 때까지 남아있더라고요 덕분에 일하면서 계속 시원하게 마셨습니다 500ml짜리 샀는데 이건 커피 마실 때 쓰고 물 담아먹을 용으로 큰 거 하나 더 사려고요,5,"['회사', '가져가다', '처음', '사용', '아침', '넣다', '얼음', '퇴근', '남다', '덕분', '계속', '시원하다', '마시다', '사다', '이건', '커피', '말다', '쓰다', '물', '담다', '먹다', '용', '크다', '더', '사다']"
4548,24.08.12.,이뻐요!! 이뻐요!! 이뻐요!!!,5,"['이쁘다', '이쁘다', '이쁘다']"
4549,24.08.04.,괜찮아요 괜찮아요 괜찮아요 괜찮아요 괜찮아요 괜찮아요 괜찮아요 괜찮아요,3,"['괜찮다', '괜찮다', '괜찮다', '괜찮다', '괜찮다', '괜찮다', '괜찮다', '괜찮다']"
4551,24.07.13.,500ml 텀블러 쓰다 조금 더 큰 사이즈 사이즈 찾다가 스탠리에 591ml짜리가 있어서 주문했는데 키도 좋고 색깔도 이뻐서 좋아요,5,"['텀블러', '쓰다', '더', '크다', '사이즈', '사이즈', '찾다', '스탠리', '리가', '주문', '키도', '좋다', '색깔', '이쁘다', '좋다']"
4552,24.07.23.,부모님 선물용으로 드렸는데 좋아하세요,5,"['부모님', '선물', '용', '드리다', '좋아하다']"
4553,24.07.16.,신랑은 핑크로 구매했는데 색이 너무 이쁘네요,5,"['신랑', '핑크', '구매', '색', '이쁘다']"
4554,24.07.05.,그 유명한 스탠리 너무 큰 거는 잘 안 쓸 거 같아서 적당한 크기로 주문했는데 너무 만족합니다..? 얼음 진짜 안 녹아요.. 강추,5,"['유명하다', '스탠리', '크다', '자다', '안', '쓸다', '적당하다', '크기', '주문', '만족하다', '얼음', '진짜', '안', '녹다', '강추']"
4555,24.07.30.,"꾸준히 사용하는 제품이라 믿고
 다른 디자인 색상 구매합니다
만족합니다",5,"['꾸준하다', '사용', '제품', '믿다', '디자인', '색상', '구매', '만족하다']"
4556,24.07.25.,내용물이 조금씩  새니 조심,4,"['내용물', '새다', '조심']"
4557,24.08.08.,친구 생일선물로 선물줬는데 너무 잘 쓰고 있다고 합니다.,5,"['친구', '생일', '선물', '선물', '주다', '자다', '쓰다']"
4558,24.08.06.,넘넘 좋아요.색상도 예뻐요,5,"['좋다', '색상', '예쁘다']"
4559,24.07.28.,빠르고 신속한 배송에 만족합니다. :) 그립감도 좋고 사용하기 편리합니다~,4,"['빠르다', '신속하다', '배송', '만족하다', '그리다', '감다', '좋다', '사용', '편리하다']"
4569,24.07.07.,"887ml짜리 썼는데 얼음도 거의 안 녹아서 조금
작은 사이즈도 구입했어요!!

파스텔톤이고 예뻐요! 완전 제 스타일이에요!!",5,"['써다', '얼음', '안', '녹다', '작다', '사이즈', '구입', '파스텔', '톤', '예쁘다', '완전', '스타일']"
4570,24.07.09.,너무 예쁘고 좋아요 빨대가 청소하기 편하게 생겼어요. 보냉이 진짜로 짱짱합니다. 그리고 상대적으로 플라스틱이나 다른 용기보다 커피 냄새나 아이스티 냄새가 잘 안배요 가격이 조금 세지만 그만큼 하는 것 같아요,5,"['예쁘다', '좋다', '빨대', '청소', '편하다', '생기다', '보', '냉이', '진짜', '짱짱하다', '상대', '플라스틱', '용기', '커피', '냄새', '아이스티', '냄새', '자다', '안배', '가격', '세지']"
4571,24.06.26.,색이 너무 예쁘고 보냉도 잘 되어서 좋아요 그런데 보냉 기능은 스타벅스 콜드컵이 더 좋은 것 같아요 스벅은 다음날까지 얼음이 안 녹았는데 스탠리는 녹음,4,"['색', '예쁘다', '보냉', '자다', '좋다', '보냉', '기능', '스타벅스', '콜드컵', '더', '좋다', '스벅', '날', '얼음', '안', '녹다', '스탠리', '녹음']"
4572,24.08.02.,크기도 적당하고 좋네요 배송도 빨리와서 좋아요,5,"['크기', '적당하다', '좋다', '배송', '오다', '좋다']"
4573,24.07.12.,"스탠리 텀블러 좋은 거 말해 뭐해요!!!
쓰는 거 있는데 너무 좋았고 요색 너무 상큼해서 구매했는데
완전히 만족이에요^^",5,"['스탠리', '텀블러', '좋다', '말', '뭐', '쓰다', '좋다', '색', '상큼', '구매', '완전하다', '만족']"
4574,24.08.02.,좋아요 명성대로 유지력도 좋습니다.,5,"['좋다', '명성', '유지', '좋다']"
4575,24.08.06.,역시 스탠리에요 얼음도 안 녹고 좋네요,5,"['역시', '스탠리', '얼음', '안', '녹다', '좋다']"
4576,24.07.10.,"얼음도 안 녹고 용량도 만족해요
색상이 3가지 밖에 없는데 여러 가지 색상이 추가됐으면 좋겠어요.",5,"['얼음', '안', '녹다', '용량', '만족하다', '색상', '가지', '없다', '여러', '가지', '색상', '추가', '좋다']"
4577,24.08.10.,빠른 배송 너무 좋습니다^^,5,"['빠르다', '배송', '좋다']"
4580,24.07.05.,색상이 예쁘고 적당한 사이즈입니다. 선물로 구매했는데 받은 분이 좋아하셨어요,5,"['색상', '예쁘다', '적당하다', '사이즈', '선물', '구매', '받다', '분', '좋아하다']"
4581,24.07.25.,차가운 음료 넣어두면 얼음이 엄청 오래가서 좋아요! 가지고 다니기도 편합니다,5,"['차갑다', '음료', '넣다', '두다', '얼음', '좋다', '가지', '다니다', '기도', '편하다']"
4582,24.08.03.,"색상이 예쁘고
들고 다니기 편하고 얼음이 정말 오랫동안 보관되어 좋아요",5,"['색상', '예쁘다', '들다', '다니다', '편하다', '얼음', '정말', '보관', '좋다']"
4583,24.06.27.,"미스트 색상이랑 엄청 고민하다가 픽 했는데
너무 이뻐요
어제 받고 새퍽 한 다음 오늘 첫 개시했어요
오전 내내 따듯한 커피 마시니 기준이 좋네요 :)
저는 더워 죽어도 뜨거운 라떼 파여서 ㅎㅎ",5,"['미스트', '색상', '고민', '픽', '이쁘다', '어제', '받다', '새', '오늘', '첫', '개시', '오전', '내내', '따다', '커피', '마시다', '기준', '좋다', '덥다', '죽다', '뜨겁다', '라떼', '파']"
4584,24.07.17.,"기존 텀블러가 얼음이 금방 녹아서.. 요즘 너도나도 들고 다니는 스탠리 텀블러 구매해 봤어요
색상도 진하지 않고 은은해서 이쁘고 가볍네요~
887ml를 고민했다가 작은 거 사길 잘한 거 같아요~",5,"['기존', '텀블러', '얼음', '금방', '녹다', '요즘', '도나', '들다', '다니다', '스탠리', '텀블러', '구매', '보다', '색상', '진하다', '않다', '은은하다', '이쁘다', '가볍다', '고민', '작다', '사다', '자다']"
4585,24.08.02.,물이 약간 새지만 수직으로 들고 다니는 용이니 감안함 디자인 이쁨,5,"['물이', '새', '수직', '들다', '다니다', '용이', '감안', '함', '디자인', '이쁘다']"
4586,24.08.09.,아침에 출근하고 얼음 뜨면 오후까지 얼음이 동동~,5,"['아침', '출근', '얼음', '뜨다', '오후', '얼음', '동동']"
4587,24.08.06.,얼음 오래가고 이쁘고 좋아요,5,"['얼음', '이쁘다', '좋다']"
4588,24.08.05.,운동 갈 때 들고 다니면서 음료 마시기 너무 좋아요,5,"['운동', '갈다', '들다', '다니다', '음료', '마시기', '좋다']"
4589,24.07.13.,제왕절개하러 가느라 주문했어요 병원에서 아주 잘 썼어요,5,"['제왕절개', '주문', '병원', '아주', '자다', '써다']"
4590,24.07.21.,튼튼하고 너무 좋아요!,5,"['튼튼하다', '좋다']"
4591,24.07.22.,다른 텀블러에 비해 스탠리는 정말.. 기능이 너무 좋은 거 같아요. 아이스커피를 오전에 타서 가지고 댕기면 오후 늦게나마 얼음이 다 녹네요~,5,"['텀블러', '비다', '스탠리', '정말', '기능', '좋다', '아이스커피', '오전', '가지', '댕기', '오후', '늦다', '얼음', '녹다']"
4592,24.07.10.,색상이 너무 이뻐요. 보냉도 잘 됩니다.,5,"['색상', '이쁘다', '보냉', '자다']"
4593,24.08.08.,색상 예쁘고 좋습니다.,5,"['색상', '예쁘다', '좋다']"
4594,24.06.26.,이미 3개나 있지만…. 포멜로 색깔이 너무 아른거려서 결국 질렀어요 콤부차 태워 마시니까 먼가 더 산뜻한 느낌이 드는 건 기분 탓 만은 아닌 거 같은 느낌적인 느낌.. 얼음이 상당히 오래갑니다?? 아주 좋아요~,5,"['포멜로', '색깔', '아른거리다', '지르다', '콤', '부차', '태우다', '마시다', '멀다', '더', '산뜻하다', '느낌', '들다', '기분', '탓', '아니다', '느낌', '느낌', '얼음', '상당하다', '아주', '좋다']"
4595,24.07.21.,얼음 잘 안 녹고 이뻐요 ㅎㅎ,5,"['얼음', '자다', '안', '녹다', '이쁘다']"
4596,24.08.07.,차량에 갖고 다니며 쓰기 좋아요,5,"['차량', '갖다', '다니다', '쓰기', '좋다']"
4597,24.07.15.,너무 좋아요 애착 텀블러 됐어요,5,"['좋다', '애착', '텀블러']"
4598,24.08.02.,시원하고 레몬색이 너무 예쁩니다 차에서 사용하기에도 좋습니다,5,"['시원하다', '레몬', '색', '예쁘다', '차', '사용', '좋다']"
4599,24.07.17.,색상 예쁘고 시원하고 잘 쓰고 있어요,5,"['색상', '예쁘다', '시원하다', '자다', '쓰다']"
4600,24.07.08.,집에 큰 사이즈가 있는데 너무 큰 사이즈라 작은 게 필요해서 샀어요♡ 너무 예쁘고 좋아요♡♡,5,"['집', '크다', '사이즈', '크다', '사이즈', '작다', '필요하다', '사다', '예쁘다', '좋다']"
4601,24.07.18.,"잘 사용하고 있습니다, 감사합니다.",5,"['자다', '사용', '감사하다']"
4602,24.08.05.,친구 선물로 보내줬는데 색상이 너무 이쁘다고 하네요 굿,5,"['친구', '선물', '보', '내주다', '색상', '이쁘다', '굿']"
4603,24.07.16.,얼음아 녹지 않고 오래가서 너무 좋습니다,4,"['얼음', '녹지', '않다', '좋다']"
4604,24.08.12.,좋습니다 많이 파세요~,5,"['좋다', '파다']"
4605,24.08.03.,겉에 물기도 안 차고 너무 좋습니다?? 고민은 배송만 늦출 뿐...??,5,"['겉', '물기', '안', '차고', '좋다', '고민', '배송', '늦추다', '뿐']"
4606,24.08.05.,색깔도 예쁘고 빨대까지 편하고 좋아요,4,"['색깔', '예쁘다', '빨대', '편하다', '좋다']"
4607,24.08.01.,확실히 다른 텀블러보다 얼음이 천천히 녹고 오래가요~~~~ 인싸템,5,"['확실하다', '텀블러', '얼음', '녹다', '인', '싸다', '템']"
4608,24.07.12.,색상 너무 이뻐요 출근해서 퇴근까지 얼음 유지돼서 시원하게 먹었어요,5,"['색상', '이쁘다', '출근', '퇴근', '얼음', '유지', '시원하다', '먹다']"
4609,24.08.05.,스탠리 잘 사용하고 있습니다 완전 만족,5,"['스탠리', '자다', '사용', '완전', '만족']"
4611,24.07.05.,스탠리 1.18 쓰고 있었는데 좋아서 작은 걸로 들고 다니려고 하나 더 샀습니다 색상도 상큼해서 너무 이뻐요,5,"['스탠리', '쓰다', '좋다', '작다', '들다', '다니다', '더', '사다', '색상', '상큼', '이쁘다']"
4612,24.08.05.,디자인이 이쁘고 색깔도 조화롭네요,5,"['디자인', '이쁘다', '색깔', '조화롭다']"
4613,24.08.11.,"좋은데, 잘 안 쓰게 돼요",5,"['좋다', '자다', '안', '쓰다']"
4614,24.07.08.,추천 받아 주문한 제품이예요. 빨대가 있어 편해요,5,"['추천', '받다', '주문', '제품', '빨대', '편하다']"
4615,24.08.05.,딸 사줬는데 너무 좋아해요 이뻐요,5,"['딸', '사주다', '좋아하다', '이쁘다']"
4616,24.08.03.,배송도 빠르고 좋았어요. 예쁩니다,5,"['배송', '빠르다', '좋다', '예쁘다']"
4617,24.07.07.,"연마제도 거의 없어요!!

스탠리 디자인도 예쁘고 얼음도 유지가 잘 되네요!",5,"['연마', '제도', '없다', '스탠리', '디자인', '예쁘다', '얼음', '유지', '자다']"
4618,24.07.22.,빨대를 빼고서 마개를 돌려서 막으면 안 샐 거라 생각했는데 새네요. 가방에 넣지도 못하고 계속 들고 다녀야 해서 불편해요,1,"['빨대', '빼다', '마개', '돌리다', '막다', '안', '새다', '생각', '새다', '가방', '넣다', '못', '계속', '들다', '다니다', '불편하다']"
4619,24.08.05.,입구가 널찍해 세척하기 좋아요,5,"['입구', '널찍하다', '세척', '좋다']"
4620,24.08.04.,배송도 빠르고 샹품 퀄도 좋아요,5,"['배송', '빠르다', '샹품', '퀄', '좋다']"
4621,24.07.26.,받고 하루 정도 물 담아서 냄새 빼고 얼음 담아서 사용했는데 8시간 동안 얼음 60프로 유지되더라고요. 진작 살걸 ㅠㅠ,5,"['받다', '하루', '정도', '물', '담다', '냄새', '빼다', '얼음', '담다', '사용', '얼음', '프로', '유지', '진작', '살걸']"
4622,24.07.22.,얼음이 오래가긴 하는데 다음날까지 가는 건 아니더라고요. 얼음 다음날까지 안 녹는다고 그래서 산 건데 기대 이하예요,5,"['얼음', '날', '아니다', '얼음', '날', '안', '녹다', '산', '기대', '이하']"
4623,24.08.06.,정말 좋습니다,5,"['정말', '좋다']"
4624,24.06.13.,배송사 측 분실로 2주 늦게 받을 수 있었지만.. 스탠리 측에서 바로 재배송해 주셨습니다!! 크림색 예뻐요 선물하려고 샀는데 포장도 귀엽네요,5,"['배', '송사', '분실', '주', '늦다', '받다', '스탠리', '측', '재배', '송해', '주다', '크림', '색', '예쁘다', '선물', '사다', '포장', '귀엽다']"
4626,24.07.15.,무게감은 좀 있고 얼음은 잘 버티네요,4,"['무게', '감다', '얼음', '자다', '버티다']"
4627,24.07.14.,1.18리터짜리 쓰다가 작은 거 한 개 더 샀어요 좋아요,5,"['리터', '쓰다', '작다', '더', '사다', '좋다']"
4628,24.07.15.,가지고 다니기 적당하고 좋아요,5,"['가지', '다니다', '적당하다', '좋다']"
4630,24.08.05.,"예쁜 노란 색,  사이즈도 좋아요",5,"['예쁘다', '노랗다', '색', '사이즈', '좋다']"
4631,24.07.23.,친구 생일선물로 사줬어요. 색상도 이쁘고 가벼워서 친구도 마음에 들어 했어요. 손잡이가 없는 게 조금 아쉽긴 하지만요,5,"['친구', '생일', '선물', '사주다', '색상', '이쁘다', '가볍다', '친구', '마음', '들다', '손잡이', '없다', '아쉽다', '만요']"
4632,24.07.14.,차에서 사용 목적으로 샀는데 좋아요~,5,"['차', '사용', '목적', '사다', '좋다']"
4633,24.07.13.,색상도 귀엽고 보냉도 잘 돼서 좋아요,5,"['색상', '귀엽다', '보냉', '자다', '좋다']"
